CODIGO	MUNICIPIO	ENDERECO	COORD_GEO_LAT_GRAU	COORD_GEO_LONG_GRAU	Altitude	RECURSO_HIDRICO	DATA_COLETA	ANO_COLETA	Alcalinidade	Condutividade	DBO	IQA_DBO	DQO	Escherichia coli	Fosfato orto	Fósforo total	IQA_Ptot	Nitrato	Nitrito	Nitrogênio orgânico	Nitrogênio amoniacal	Nitrogênio Kjeldahl	Nitrogênio total	IQA_NitroTot	Oxigênio dissolvido	%sat OD	IQA_OD	pH	IQA_pH	SDT	SST	Temperatura água	Temperatura ar	Transparência água	Turbidez	IQA_Turb	Vazao rio	Vazao	Coliformes termotol	IQA_coli	Sólidos totais	IQA_Sól_Tot	IQA_^OD	IQA_^temp_agua	IQA_^coli	IQA_^pH	IQA_^DBO	IQA_^NitroTot	IQA_^Ptot	IQA_^Turb	IQA_^Sól_Tot	IQA	latitude_corrigida	longitude_corrigida
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	05/04/2004	2004		56,40	1,000	88,37	42	69,00	0,043	0,096	76,28			0,890	0,350		1,240	90,34	3,200	38,977	29,35					25,70	25,80	0,2	118,00	5,00			86,25	41,51	112	84,69	1,776	1,580	1,749		1,000	1,569	1,543	1,137	1,426	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	06/07/2004	2004		55,60	1,000	88,37	33	488,00	0,034	0,082	79,46			1,160	0,200		1,360	89,46	6,800	66,418	69,98					14,60	13,90	0,2	74,00	25,61			610,00	24,37	115	84,45	2,059	1,580	1,614		1,000	1,567	1,549	1,296	1,426	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	01/06/2004	2004		55,60	1,000	88,37	23	57,00	0,017	0,044	88,28			0,640	0,190		0,830	93,43	5,900	59,399	58,67					16,00	19,00	0,4	45,00	40,97			71,25	43,46	89	85,91	1,998	1,580	1,761		1,000	1,574	1,565	1,346	1,428	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	14/10/2004	2004		51,90	1,000	88,37	59,8		0,054					1,620	0,210		1,830	86,08	5,900	67,465	71,53	6,50	80,04			22,30	24,50	0,05	297,00	5,00					252	66,60	2,067	1,580		1,692	1,000	1,561		1,137	1,399	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	10/08/2004	2004		47,00	1,000	88,37	34	304,00	0,026	0,085	78,77			0,830	0,180		1,010	92,06				6,20	69,80			14,00	19,00	0,1	90,00	19,76			380,00	28,04	118	84,19		1,580	1,649	1,664	1,000	1,572	1,548	1,270	1,426	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	04/11/2004	2004		46,70	1,000	88,37	27	238,00	0,052					1,120	0,220		1,340	89,60	5,500	65,178	68,08	6,40	76,96			24,20	27,00	0,1	160,00	5,00			297,50	30,06	178	76,90	2,049	1,580	1,666	1,684	1,000	1,568		1,137	1,415	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	07/01/2004	2004		11,30	1,000	88,37	40	60,00	0,084	0,091	77,36			0,880	0,250		1,130	91,16	6,700	88,027	91,63					30,00	32,00	0,2	87,00	20,74			75,00	42,93	111	84,77	2,156	1,580	1,758		1,000	1,570	1,545	1,275	1,426	0,000	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	11/02/2004	2004		11,00	1,000	88,37	41	44,00	0,022	0,088	78,02			1,020	0,280		1,300	89,90	5,900	73,559	79,68					27,00	25,00	0,3	73,00	26,03			55,00	46,18	98	85,57	2,105	1,580	1,777		1,000	1,568	1,546	1,298	1,428	0,000	-29,9507487	-50,9341363
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	05/04/2004	2004		54,10	1,000	88,37	28	285,00	0,031	0,071	81,84			0,620	0,160		0,780	93,81	3,000	36,268	26,62					25,30	26,40		92,00	19,13			356,25	28,56	84	86,02	1,747	1,580	1,653		1,000	1,575	1,553	1,266	1,428	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	14/10/2004	2004		49,70	1,000	88,37	33		0,022					0,710	0,120		0,830	93,43	6,700	73,236	79,29	6,20	69,80			20,00	20,00		37,00	46,64					67	85,99	2,103	1,580		1,664	1,000	1,574		1,360	1,428	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	06/07/2004	2004		49,20	1,000	88,37	23	238,00	0,011	0,045	88,14			0,540	0,170		0,710	94,35	7,600	71,947	77,69					13,20	15,00	32	36,00	47,41			297,50	30,06	72	86,06	2,096	1,580	1,666		1,000	1,576	1,565	1,362	1,428	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	01/06/2004	2004		43,80	1,000	88,37	18	86,00		0,053	86,08			0,530	0,170		0,700	94,43	6,300	60,982	61,33					14,20	16,50	32	38,00	45,89			107,50	39,32	49	85,27	2,013	1,580	1,735		1,000	1,576	1,561	1,358	1,427	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	10/08/2004	2004		41,70	1,000	88,37	21	88,00		0,032	91,23				0,120							7,50	92,23			12,00	13,00		26,00	55,75			110,00	39,09	62	85,86		1,580	1,733	1,721	1,000		1,570	1,379	1,428	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	07/01/2004	2004		13,00	1,000	88,37	24	200,00	0,040	0,088	78,02			0,850	0,110		0,960	92,44	5,200	64,816	67,52					27,00	32,00		74,00	25,61			250,00	31,54	101	85,42	2,046	1,580	1,678		1,000	1,572	1,546	1,296	1,427	0,000	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	11/02/2004	2004		10,50	1,000	88,37	29	250,00	0,035	0,052	86,32				0,230				7,000	84,164	88,96					25,00	27,00		70,00	27,32			312,50	29,65	69	86,02	2,145	1,580	1,663		1,000		1,562	1,303	1,428	0,000	-29,9838519	-50,7507395
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	05/04/2004	2004		389,00	14,000	21,42	52,6	120000,00	1,610	1,980	8,38			2,200	14,400		16,600	37,00	2,000	24,714	16,55					26,50	39,30	0,3	42,00	43,01			150000,00	3,00	187	75,65	1,611	1,580	1,179		1,302	1,435	1,237	1,351	1,414	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	15/03/2004	2004		369,00			48	49000,00	1,130	1,310	10,96			3,600	13,600		17,200	36,18	2,800	34,785	25,19	8,20	84,80			26,80	29,20	0,2	39,00	45,16			61250,00	4,59	239	68,41	1,731	1,580	1,257	1,704		1,432	1,271	1,356	1,402	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	04/11/2004	2004		103,70	1,000	88,37	41	65000,00	0,232					1,280	1,820		3,100	77,62	1,300	15,263	10,12	6,60	82,86			23,70	30,00	0,1	119,00	5,00			81250,00	4,32	180	76,62	1,482	1,580	1,245	1,699	1,000	1,545		1,137	1,415	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	06/07/2004	2004		99,30	4,000	61,05	31	12000,00	0,202	0,330	39,37			1,080	1,540		2,620	80,70	5,000	50,446	42,95					16,10	15,00	0,2	68,00	28,22			15000,00	7,56	160	79,40	1,895	1,580	1,355		1,149	1,551	1,444	1,306	1,419	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	01/06/2004	2004		99,30	6,000	48,15	23	11000,00	0,200	0,249	49,63			0,840	1,960		2,800	79,53	4,600	45,521	36,53					15,20	16,50	0,3	47,00	39,67			13750,00	7,83	85	86,00	1,844	1,580	1,362		1,196	1,549	1,478	1,342	1,428	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	14/10/2004	2004		93,70	4,000	61,05	47		0,255					1,570	1,530		3,100	77,62	2,300	26,149	17,67	6,60	82,86			22,00	26,00	0,1	121,00	5,00					162	79,12	1,629	1,580		1,699	1,149	1,545		1,137	1,419	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	10/08/2004	2004		79,00	3,000	69,06	27	7000,00	0,121	0,160	63,73			1,030	0,930		1,960	85,16				6,60	82,86			16,00	22,00	0,2	64,00	30,11			8750,00	9,41	119	84,10		1,580	1,400	1,699	1,116	1,560	1,515	1,313	1,426	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	11/02/2004	2004		24,60	3,000	69,06	37	11000,00	0,332	0,386	36,71			1,240	2,900		4,140	71,42	2,600	32,993	23,52					28,00	31,00	0,3	66,00	29,15			13750,00	7,83	146	80,79	1,711	1,580	1,362		1,116	1,532	1,434	1,310	1,421	0,000	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	07/01/2004	2004		24,30	4,000	61,05	55,4	9000,00	0,334	0,461	33,34				3,290				4,600	60,436	60,42					30,00	32,00	0,3	68,00	28,22			11250,00	8,50	141	81,53	2,008	1,580	1,379		1,149		1,420	1,306	1,422	0,000	-29,9505453	-51,1173349
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	05/04/2004	2004		424,00	20,000	11,05	66,7	430000,00	1,770	2,290	7,37			3,500	16,200		19,700	33,04	1,000	12,401	8,49					26,70	29,30	0,2	53,00	35,99			537500,00	3,00	178	76,90	1,438	1,580	1,179		1,349	1,419	1,221	1,332	1,415	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	08/12/2004	2004		220,00			43	370000,00	0,293	0,868	19,00			1,250	4,910		6,160	61,29	0,500	5,903	5,29	6,90	89,76			24,00	24,50	0,2	138,00	5,00			462500,00	3,00	224	70,50	1,327	1,580	1,179	1,715		1,509	1,342	1,137	1,406	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	04/11/2004	2004		124,00	2,000	78,12	44	140000,00	0,286					1,620	2,950		4,570	69,06	0,300	3,535	4,30	6,80	87,72			23,90	30,00	0,1	125,00	5,00			175000,00	3,00	191	75,09	1,282	1,580	1,179	1,711	1,072	1,527		1,137	1,413	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	01/06/2004	2004		116,70	4,000	61,05	27	42000,00	0,284	0,360	37,93			0,770	2,630		3,400	75,76	3,400	33,792	24,25					15,40	16,50	0,3	47,00	39,67			52500,00	4,78	95	85,70	1,720	1,580	1,265		1,149	1,542	1,438	1,342	1,428	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	06/07/2004	2004		113,60	5,000	53,97	42	33000,00	0,216	0,324	40,20			0,730	2,480		3,210	76,93	4,000	40,271	30,70					16,00	15,00	0,2	62,00	31,11			41250,00	5,15	137	82,07	1,790	1,580	1,279		1,175	1,544	1,447	1,317	1,423	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	14/10/2004	2004		108,00	4,000	61,05	51,4		0,301					1,770	2,150		3,920	72,68	1,800	20,465	13,46	6,60	82,86			22,00	27,00	0,1	112,00	5,00					159	79,54	1,556	1,580		1,699	1,149	1,535		1,137	1,419	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	10/08/2004	2004		92,00	4,000	61,05	29	23000,00	0,160	0,260	48,12			0,990	1,370		2,360	82,42				7,20	92,37			15,00	22,00	0,2	63,00	30,61			28750,00	5,85	109	84,92		1,580	1,303	1,721	1,149	1,555	1,473	1,315	1,427	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	11/02/2004	2004		30,00	6,000	48,15	14	63000,00	0,515	0,641	26,18			0,710	4,550		5,260	65,49	1,100	14,205	9,50					29,00	30,00	0,3	63,00	30,61			78750,00	4,34	149	80,33	1,466	1,580	1,246		1,196	1,519	1,386	1,315	1,420	0,000	-29,950645	-51,1340348
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	07/01/2004	2004		28,30	6,000	48,15	40	140000,00	0,472	0,636	26,36			1,280	3,780		5,060	66,50	2,100	29,039	20,03					33,00	34,00	0,2	54,00	35,41			175000,00	3,00	123	83,71	1,665	1,580	1,179		1,196	1,522	1,387	1,330	1,425	0,000	-29,950645	-51,1340348
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	19/01/2005	2005		126,30	2,000	78,12	36	91,00	0,017	0,076	80,67			1,290	0,310		1,600	87,71	6,600	80,179	86,33	6,10	64,94			25,60	23,00		36,00	47,41			113,75	38,77	102	85,36	2,134	1,580	1,731	1,650	1,072	1,564	1,551	1,362	1,427	48,665	-29,9338548	-50,6005399
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	11/07/2005	2005		61,60	1,000	88,37	36	130,00	0,023	0,031	91,46			0,510	0,150		0,660	94,74	9,900	98,606	99,02	7,00	91,54			15,50	17,50	0,5	41,00	43,72			162,50	35,39	86	85,98	2,184	1,580	1,707	1,719	1,000	1,576	1,571	1,353	1,428	48,466	-29,9507487	-50,9341363
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	11/07/2005	2005		120,00	1,000	88,37	25	91,00	0,042	0,045	88,04			0,720	0,170		0,890	92,97	6,800	71,043	76,52	7,50	92,23			17,80	19,00		26,00	55,75			113,75	38,77	91	85,85	2,090	1,580	1,731	1,721	1,000	1,573	1,565	1,379	1,428	47,714	-29,9338548	-50,6005399
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	11/07/2005	2005		50,00	1,000	88,37	24	488,00		0,012	96,72			0,510	0,130		0,640	94,90	9,000	87,309	91,12	7,00	91,54			14,30	20,00		26,00	55,75			610,00	24,37	68	86,01	2,153	1,580	1,614	1,719	1,000	1,577	1,580	1,379	1,428	46,341	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	08/11/2005	2005		53,80	1,000	88,37	30	214,00	0,031	0,060	84,40			0,590	0,120		0,710	94,35	6,100	65,353	68,35	7,10	92,03			19,00	19,00		37,00	46,64			267,50	30,96	67	85,99	2,051	1,580	1,673	1,721	1,000	1,576	1,558	1,360	1,428	44,486	-29,9838519	-50,7507395
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	09/05/2005	2005		164,10	1,000	88,37	27	199,00	0,073	0,171	61,79			0,660	0,250		0,910	92,82	5,800	62,228	63,39	7,90	89,33			19,10	20,20		31,00	51,41			248,75	31,58	122	83,81	2,025	1,580	1,678	1,714	1,000	1,573	1,510	1,371	1,425	42,721	-29,9338548	-50,6005399
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	06/09/2005	2005		46,20	1,000	88,37	24	130,00		0,053	86,08			0,650	0,060		0,710	94,35	5,400	53,309	48,05	6,50	80,04			15,10	15,50		39,00	45,16			162,50	35,39	71	86,05	1,931	1,580	1,707	1,692	1,000	1,576	1,561	1,356	1,428	42,014	-29,9838519	-50,7507395
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	06/09/2005	2005		48,70	1,000	88,37	31	120,00	0,031	0,106	74,17			0,840	0,160		1,000	92,14	5,600	55,371	51,69	6,40	76,96			15,20	12,00		61,00	31,61			150,00	36,13	77	86,08	1,956	1,580	1,713	1,684	1,000	1,572	1,538	1,318	1,428	40,572	-29,9338548	-50,6005399
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	11/07/2005	2005		160,60	7,000	43,28	32	2400,00	0,450	0,580	28,46			0,980	4,190		5,170	65,94	5,400	54,714	50,54	6,90	89,76			16,30	21,00	0,3	41,00	43,72			3000,00	14,27	125	83,50	1,948	1,580	1,490	1,715	1,215	1,520	1,398	1,353	1,425	39,140	-29,9505453	-51,1173349
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	06/09/2005	2005		48,20	1,000	88,37	23	115,00	0,031	0,103	74,80			0,830	0,200		1,030	91,91	4,800	47,809	39,24	6,80	87,72			15,50	15,00	0,2	70,00	27,32			143,75	36,53	99	85,52	1,866	1,580	1,716	1,711	1,000	1,572	1,540	1,303	1,427	38,937	-29,9507487	-50,9341363
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	19/01/2005	2005		78,20	2,000	78,12	31	730,00	0,043	0,053	86,20			0,910	0,270		1,180	90,79	6,600	81,537	87,35	6,50	80,04			26,50	27,70		133,00	5,00			912,50	21,49	137	82,07	2,138	1,580	1,584	1,692	1,072	1,570	1,562	1,137	1,423	38,496	-29,9838519	-50,7507395
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	09/05/2005	2005		91,10	1,000	88,37	34	2400,00	0,104	0,117	71,91			0,820	0,280		1,100	91,38	7,200	77,938	84,37	6,90	89,76			19,50	19,50	0,4	83,00	22,13			3000,00	14,27	147	80,64	2,125	1,580	1,490	1,715	1,000	1,571	1,533	1,281	1,421	37,629	-29,9507487	-50,9341363
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	08/11/2005	2005		69,60	1,000	88,37	44	1700,00		0,116	72,12					1,230	1,230	90,41	6,500	71,765	77,46	7,30	92,52			20,50	22,50		97,00	17,64			2125,00	16,16	127	83,28	2,095	1,580	1,518	1,722	1,000	1,569	1,534	1,258	1,424	37,309	-29,9505472	-51,0006352
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	08/11/2005	2005		60,00	2,000	78,12	46	980,00	0,051	0,142	67,04			1,190	0,170		1,360	89,46	6,800	74,347	80,60	7,50	92,23			20,00	20,00		149,00	5,00			1225,00	19,52	173	77,59	2,109	1,580	1,562	1,721	1,072	1,567	1,523	1,137	1,416	36,907	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	19/01/2005	2005		31,40	4,000	61,05	43	326,00	0,095	0,198	57,28			1,300	0,570		1,870	85,79	4,000	52,553	46,71	6,60	82,86			30,00	29,00	0,2	138,00	5,00			407,50	27,48	185	75,92	1,922	1,580	1,644	1,699	1,149	1,561	1,499	1,137	1,414	36,661	-29,9507487	-50,9341363
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	06/09/2005	2005		61,10	2,000	78,12	33	1200,00	0,135	0,267	47,18			1,040	0,480		1,520	88,29	4,000	39,841	30,25	6,50	80,04			15,50	17,00	0,1	79,00	23,62			1500,00	18,24	133	82,58	1,785	1,580	1,546	1,692	1,072	1,565	1,470	1,288	1,423	33,359	-29,9505453	-51,1173349
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	08/11/2005	2005		134,10	4,000	61,05	38	20000,00	0,176	0,304	42,53			1,330	1,390		2,720	80,04	3,500	39,792	30,20	6,70	85,42			22,00	24,00	0,3	70,00	27,32			25000,00	6,17	141	81,53	1,785	1,580	1,314	1,705	1,149	1,550	1,455	1,303	1,422	30,327	-29,950645	-51,1340348
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	06/09/2005	2005		70,80	4,000	61,05	46	2400,00	0,261	0,413	35,47			1,460	0,780	2,240	2,240	83,24	3,500	34,848	25,25	5,80	51,56			15,50	17,00	0,1	97,00	17,64			3000,00	14,27	157	79,82	1,731	1,580	1,490	1,605	1,149	1,556	1,429	1,258	1,420	29,839	-29,967144	-51,1840353
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	08/11/2005	2005		111,10	3,000	69,06	37	13000,00	0,171	0,274	46,27			1,360	1,120		2,480	81,62	3,300	37,158	27,50	6,70	85,42			21,50	21,00	0,3	76,00	24,79			16250,00	7,32	154	80,24	1,757	1,580	1,348	1,705	1,116	1,553	1,467	1,293	1,420	29,795	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	09/05/2005	2005		224,00	7,000	43,28	39	2400,00	0,462	0,655	25,68			1,700	4,790		6,490	59,87	1,600	17,493	11,50	7,20	92,37			20,00	22,00	0,2	64,00	30,11			3000,00	14,27	209	72,58	1,515	1,580	1,490	1,721	1,215	1,506	1,383	1,313	1,409	28,729	-29,9505453	-51,1173349
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	03/02/2005	2005		32,80	2,000	78,12	51,7	59,00	0,144	0,262	47,85			1,680	0,660		2,340	82,56	2,000	24,053	16,05	6,00	60,27			25,00	27,00		213,00	5,00			73,75	43,10	204	73,28	1,603	1,580	1,759	1,635	1,072	1,555	1,472	1,137	1,410	28,659	-29,9507487	-50,9341363
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	03/02/2005	2005		128,80	9,000	35,36	45	7000,00	1,240	1,540	9,87			3,100	16,920		20,020	32,67	3,500	40,787	31,25	7,00	91,54			23,30	24,00	0,2	36,00	47,41			8750,00	9,41	322	56,86	1,795	1,580	1,400	1,719	1,246	1,417	1,257	1,362	1,382	28,508	-29,9505453	-51,1173349
