CODIGO	MUNICIPIO	ENDERECO	COORD_GEO_LAT_GRAU	COORD_GEO_LONG_GRAU	Altitude	RECURSO_HIDRICO	DATA_COLETA	ANO_COLETA	Alcalinidade	Condutividade	DBO	IQA_DBO	DQO	Escherichia coli	Fosfato orto	Fósforo total	IQA_Ptot	Nitrato	Nitrito	Nitrogênio orgânico	Nitrogênio amoniacal	Nitrogênio Kjeldahl	Nitrogênio total	IQA_NitroTot	Oxigênio dissolvido	%sat OD	IQA_OD	pH	IQA_pH	SDT	SST	Temperatura água	Temperatura ar	Transparência água	Turbidez	IQA_Turb	Vazao rio	Vazao	Coliformes termotol	IQA_coli	Sólidos totais	IQA_Sól_Tot	IQA_^OD	IQA_^temp_agua	IQA_^coli	IQA_^pH	IQA_^DBO	IQA_^NitroTot	IQA_^Ptot	IQA_^Turb	IQA_^Sól_Tot	IQA	latitude_corrigida	longitude_corrigida
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	05/03/1997	1997		270,00	8,000	39,07	44	400,00		0,752	22,41					6,950	6,950	58,00	0,100	1,202	3,42	6,90	89,76			25,00		0,3	51,00	37,18			500,00	25,88	143	81,24	1,233	1,580	1,629	1,715	1,231	1,501	1,365	1,335	1,422	26,053	-29,967144	-51,1840353
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	03/04/1997	1997		30,00	11,000	29,03	44	720,00		1,180	12,51					10,870	10,870	46,78	0,200	2,361	3,85	6,70	85,42			24,00		0,4	44,00	41,64			900,00	21,59	79	86,07	1,257	1,580	1,585	1,705	1,271	1,469	1,287	1,348	1,428	24,848	-29,9505453	-51,1173349
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	07/07/1997	1997		100,00	1,000	88,37	30	640,00		0,062	83,86					0,850	0,850	93,28	6,900			6,60	82,86						33,00	49,77			800,00	22,41	82	86,05			1,594	1,699	1,000	1,574	1,557	1,367	1,428	0,000	-29,9507487	-50,9341363
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	13/02/1997	1997		220,00	4,000	61,05	40	720,00		0,834	19,95					8,150	8,150	53,74				5,90	55,81			27,10		0,3	46,00	40,31			900,00	21,59	142	81,38		1,580	1,585	1,620	1,149	1,489	1,349	1,344	1,422	0,000	-29,967144	-51,1840353
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	07/07/1997	1997		110,00	5,000	53,97	40	9,60		0,288	44,48					4,240	4,240	70,86	5,600			6,40	76,96					0,4	70,00	27,32			12,00	64,06	131	82,82			1,866	1,684	1,175	1,531	1,462	1,303	1,424	0,000	-29,967144	-51,1840353
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	13/08/1998	1998		71,00	3,000	69,06	27	1,60	0,111	0,136	68,18			0,670	0,820	1,490	1,490	88,51	5,200	53,360	48,14	6,60	82,86			16,90	18,00	0,3	47,00	39,67			2,00	89,92	84	86,02	1,932	1,580	1,964	1,699	1,116	1,566	1,525	1,342	1,428	52,044	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	13/07/1998	1998		39,00	2,000	78,12	33	3,20	0,073	0,110	73,34			0,760	0,510	1,270	1,270	90,12	6,100	60,234	60,08	7,00	91,54			15,10	21,00	0,2	69,00	27,77			4,00	79,83	120	84,00	2,006	1,580	1,929	1,719	1,072	1,568	1,537	1,305	1,425	50,502	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	16/06/1998	1998		80,00	4,000	61,05	32	6,40	0,169	0,244	50,33			0,800	1,570	2,370	2,370	82,36	5,900	60,035	59,74	6,40	76,96			16,50	24,20	0,25	60,00	32,13			8,00	69,75	103	85,31	2,004	1,580	1,890	1,684	1,149	1,554	1,480	1,320	1,427	50,177	-29,9505453	-51,1173349
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	06/04/1998	1998		37,50	2,000	78,12	27	24,00		0,050	86,78					0,820	0,820	93,51	5,500	67,963	72,26	6,30	73,63			26,50		30	57,00	33,73			30,00	52,92	107	85,06	2,070	1,580	1,814	1,675	1,072	1,574	1,563	1,325	1,427	49,535	-29,9507487	-50,9341363
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	13/07/1998	1998		41,00	1,000	88,37	21	56,00		0,010	97,13			0,500	0,160	0,660	0,660	94,74	7,200	69,233	74,06	7,00	91,54			13,90	15,00		21,00	60,75			70,00	43,64	73	86,07	2,079	1,580	1,762	1,719	1,000	1,576	1,580	1,389	1,428	49,174	-29,9838519	-50,7507395
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	13/07/1998	1998		59,00	2,000	78,12	31	13,60	0,081	0,156	64,45			0,730	0,610	1,340	1,340	89,60	6,700	66,446	70,02	7,00	91,54			15,30	21,00	0,2	68,00	28,22			17,00	59,69	115	84,45	2,059	1,580	1,847	1,719	1,072	1,568	1,517	1,306	1,426	49,041	-29,950645	-51,1340348
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	13/10/1998	1998		54,10	2,000	78,12	28	104,00	0,016	0,030	91,93			0,650	0,060	0,710	0,710	94,35	6,000	66,237	69,70	6,30	73,63			20,50	22,80		35,00	48,18			130,00	37,48	56	85,63	2,058	1,580	1,722	1,675	1,072	1,576	1,572	1,363	1,428	48,450	-29,9838519	-50,7507395
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	15/12/1998	1998			2,000	78,12	40	168,00	0,040	0,085	78,77			1,100	0,200	1,300	1,300	89,90	8,300	100,648	99,22	6,00	60,27			25,50	24,00		67,00	28,69			210,00	33,07	131	82,82	2,185	1,580	1,690	1,635	1,072	1,568	1,548	1,308	1,424	46,215	-29,9338548	-50,6005399
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	09/03/1998	1998		79,00	1,000	88,37	24	104,00		0,041	89,11					0,800	0,800	93,66	6,600	86,344	90,44	6,00	60,27			29,80			44,00	41,64			130,00	37,48	89	85,91	2,151	1,580	1,722	1,635	1,000	1,575	1,567	1,348	1,428	45,431	-29,9338548	-50,6005399
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	09/03/1998	1998		57,00	2,000	78,12	40	64,00		0,079	80,13					1,250	1,250	90,27	5,800	76,202	82,64	5,80	51,56			30,00		30	80,00	23,24			80,00	42,27	109	84,92	2,118	1,580	1,753	1,605	1,072	1,569	1,550	1,286	1,427	45,041	-29,9507487	-50,9341363
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	13/08/1998	1998		89,00	4,000	61,05	30	40,00	0,184	0,226	52,95			1,560	1,330	2,890	2,890	78,95	4,500	46,177	37,29	6,70	85,42			16,90	18,00	0,3	49,00	38,40			50,00	47,21	89	85,91	1,850	1,580	1,783	1,705	1,149	1,548	1,487	1,339	1,428	44,928	-29,950645	-51,1340348
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	15/09/1998	1998		48,00	2,000	78,12	29	13,60	0,087	0,146	66,29			0,890	0,510	1,400	1,400	89,16	6,300	66,828	70,59	5,60	43,66			18,50	18,20	0,25	85,00	21,43			17,00	59,69	115	84,45	2,062	1,580	1,847	1,573	1,072	1,567	1,521	1,278	1,426	44,057	-29,9505453	-51,1173349
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	13/08/1998	1998		41,00	1,000	88,37	21	240,00		0,010	97,13			0,800	0,180	0,980	0,980	92,29	6,200	63,072	64,76	6,20	69,80			16,50	19,00		20,00	61,87			300,00	29,99	51	85,39	2,032	1,580	1,665	1,664	1,000	1,572	1,580	1,391	1,427	43,900	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	13/05/1998	1998		50,00	1,000	88,37	17	400,00	0,027	0,010	97,13			0,500	0,049	0,549	0,549	95,60	7,500	77,916	84,35	6,00	60,27			17,50	20,00		28,00	53,97			500,00	25,88	50	85,33	2,125	1,580	1,629	1,635	1,000	1,578	1,580	1,376	1,427	43,801	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	16/06/1998	1998		46,90	1,000	88,37	18	240,00		0,018	95,03			0,500	0,180	0,680	0,680	94,59	6,200	62,405	63,68	6,10	64,94			16,00	20,80		16,00	67,11			300,00	29,99	48	85,21	2,026	1,580	1,665	1,650	1,000	1,576	1,577	1,400	1,427	43,684	-29,9838519	-50,7507395
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	15/09/1998	1998		38,40	1,000	88,37	23	104,00	0,011	0,020	94,55			0,510	0,140	0,650	0,650	94,82	6,300	62,870	64,43	5,90	55,81			15,60	15,30		29,00	53,10			130,00	37,48	54	85,54	2,030	1,580	1,722	1,620	1,000	1,576	1,576	1,374	1,427	43,624	-29,9838519	-50,7507395
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	06/04/1998	1998		80,90	1,000	88,37	22	720,00		0,091	77,34					0,990	0,990	92,21	6,900	83,216	88,44	7,10	92,03			25,20			56,00	34,28			900,00	21,59	128	83,17	2,143	1,580	1,585	1,721	1,000	1,572	1,545	1,327	1,424	42,375	-29,9338548	-50,6005399
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	15/09/1998	1998		52,00	5,000	53,97	32	400,00	0,158	0,222	53,54			1,070	0,840	1,910	1,910	85,51	6,200	65,768	68,99	5,80	51,56			18,50	17,20	0,25	86,00	21,08			500,00	25,88	119	84,10	2,054	1,580	1,629	1,605	1,175	1,560	1,489	1,276	1,426	42,124	-29,950645	-51,1340348
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	08/01/1998	1998		46,00	1,000	88,37	33	240,00		0,048	87,37					0,960	0,960	92,44	7,200	85,166	89,59	5,60	43,66			24,10		40	44,00	41,64			300,00	29,99	63	85,89	2,147	1,580	1,665	1,573	1,000	1,572	1,564	1,348	1,428	42,063	-29,9507487	-50,9341363
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	08/01/1998	1998		55,00	1,000	88,37	31	400,00		0,098	75,77					1,010	1,010	92,06	7,200	82,262	87,84	6,40	76,96			22,30			69,00	27,77			500,00	25,88	93	85,78	2,140	1,580	1,629	1,684	1,000	1,572	1,542	1,305	1,428	41,869	-29,9338548	-50,6005399
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	15/12/1998	1998		18,00	1,000	88,37	30	328,00	0,047	0,098	75,88			0,570	0,190	0,760	0,760	93,97	6,000	71,482	77,09	6,70	85,42			24,50	25,00		73,00	26,03			410,00	27,43	111	84,77	2,093	1,580	1,643	1,705	1,000	1,575	1,542	1,298	1,426	41,665	-29,9838519	-50,7507395
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	16/06/1998	1998		100,30	4,000	61,05	34	64,00	0,276	0,352	38,31			1,150	3,170	4,320	4,320	70,42	4,600	47,700	39,10	6,30	73,63			17,40	23,40	0,3	54,00	35,41			80,00	42,27	119	84,10	1,865	1,580	1,753	1,675	1,149	1,530	1,440	1,330	1,426	41,544	-29,950645	-51,1340348
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	08/01/1998	1998		72,00	2,000	78,12	32	18,40		0,130	69,34					1,400	1,400	89,16	2,700	31,760	22,40	6,20	69,80			23,80		0,3	55,00	34,84			23,00	56,03	83	86,03	1,696	1,580	1,829	1,664	1,072	1,567	1,528	1,329	1,428	39,727	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	15/12/1998	1998		86,00	9,000	35,36	38	128,00	0,677	0,844	19,67			5,060	6,740	11,800	11,800	44,88	3,300	42,023	32,59	6,80	87,72			28,20	32,00	0,2	37,00	46,64			160,00	35,53	178	76,90	1,808	1,580	1,708	1,711	1,246	1,463	1,347	1,360	1,415	39,447	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	13/10/1998	1998		111,10	6,000	48,15	48	40,00	0,223	0,335	39,12			2,630	1,820	4,450	4,450	69,71	4,800	55,306	51,58	6,30	73,63			22,70	22,90	0,3	159,00	5,00			50,00	47,21	167	78,43	1,955	1,580	1,783	1,675	1,196	1,529	1,443	1,137	1,418	39,246	-29,9505453	-51,1173349
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	13/05/1998	1998		67,00	1,000	88,37	26	880,00	0,040	0,075	80,90			0,580	0,190	0,770	0,770	93,89	5,800	62,731	64,21	6,50	80,04			19,50	19,30		62,00	31,11			1100,00	20,23	90	85,88	2,029	1,580	1,570	1,692	1,000	1,575	1,552	1,317	1,428	39,123	-29,9338548	-50,6005399
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	16/06/1998	1998		48,10	2,000	78,12	27	184,00	0,030	0,056	85,36			0,000	0,220	0,220	0,220	98,22	3,700	38,367	28,73	6,10	64,94			17,40	21,60	0,3	53,00	35,99			230,00	32,27	75	86,08	1,770	1,580	1,684	1,650	1,072	1,582	1,560	1,332	1,428	39,093	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	13/08/1998	1998		42,00	1,000	88,37	26	240,00	0,020	0,040	89,38			0,690	0,087	0,777	0,777	93,84	4,100	42,338	32,93	7,00	91,54			17,20	20,00	0,4	52,00	36,58			300,00	29,99	70	86,04	1,811	1,580	1,665	1,719	1,000	1,575	1,567	1,334	1,428	38,529	-29,9507487	-50,9341363
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	09/03/1998	1998			1,000	88,37	36	7,20		0,179	60,42					1,570	1,570	87,93	3,200	42,546	33,16	5,80	51,56			30,70			65,00	29,63			9,00	68,03	97	85,62	1,813	1,580	1,883	1,605	1,000	1,565	1,507	1,311	1,428	38,231	-29,9505472	-51,0006352
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	13/07/1998	1998		39,00	1,000	88,37	27	640,00	0,030	0,037	90,06			0,530	0,200	0,730	0,730	94,20	4,500	44,435	35,28	7,00	91,54			15,10	20,00	0,3	51,00	37,18			800,00	22,41	89	85,91	1,833	1,580	1,594	1,719	1,000	1,575	1,568	1,335	1,428	37,402	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	15/12/1998	1998		24,00	1,000	88,37	47	192,00	0,070	0,191	58,42			1,420	0,440	1,860	1,860	85,86	7,700	97,026	97,93	6,90	89,76			27,60	29,50	0,1	273,00	5,00			240,00	31,89	265	64,79	2,180	1,580	1,681	1,715	1,000	1,561	1,502	1,137	1,396	36,975	-29,9507487	-50,9341363
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	06/04/1998	1998		100,00	4,000	61,05	31	40,00		0,384	36,80					4,010	4,010	72,16	1,900	21,892	14,46	6,60	82,86			22,70		0,3	56,00	34,28			50,00	47,21	142	81,38	1,575	1,580	1,783	1,699	1,149	1,534	1,434	1,327	1,422	35,932	-29,9505453	-51,1173349
87398980	GLORINHA - RS	A PE VINDO DE CARRO DA FAZENDA DE JUCA BARCELOS	-50,7507395	-29,9838519	8	RIO GRAVATAI	10/11/1998	1998		74,00	1,000	88,37	39	136,00	0,068	0,139	67,60			0,930	0,092	1,022	1,022	91,97	6,100	64,295	66,71	6,30	73,63			18,20	20,50		118,00	5,00			170,00	34,97	132	82,70	2,042	1,580	1,704	1,675	1,000	1,572	1,524	1,137	1,424	35,732	-29,9838519	-50,7507395
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	08/01/1998	1998		88,00	2,000	78,12	32	64,00		0,143	66,85					1,630	1,630	87,50	2,300	26,995	18,34	5,90	55,81			23,70		0,3	54,00	35,41			80,00	42,27	80	86,07	1,640	1,580	1,753	1,620	1,072	1,564	1,522	1,330	1,428	35,685	-29,967144	-51,1840353
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	16/06/1998	1998		65,50	2,000	78,12	23	1280,00	0,140	0,183	59,74			0,730	0,250	0,980	0,980	92,29	3,700	38,815	29,18	6,90	89,76			18,00	26,00		65,00	29,63			1600,00	17,84	135	82,33	1,774	1,580	1,541	1,715	1,072	1,572	1,505	1,311	1,423	35,079	-29,9338548	-50,6005399
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	13/05/1998	1998		56,00	1,000	88,37	30	640,00	0,050	0,010	97,13			0,950	0,180	1,130	1,130	91,16	4,700	50,468	42,99	6,00	60,27			19,10	21,00	0,2	97,00	17,64			800,00	22,41	118	84,19	1,895	1,580	1,594	1,635	1,000	1,570	1,580	1,258	1,426	34,751	-29,9507487	-50,9341363
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	13/07/1998	1998		68,30	1,000	88,37	30	640,00	0,060	0,075	80,90			0,710	0,210	0,920	0,920	92,74	4,000	42,569	33,19	6,30	73,63			18,70	16,30		69,00	27,77			800,00	22,41	116	84,37	1,814	1,580	1,594	1,675	1,000	1,573	1,552	1,305	1,426	34,748	-29,9338548	-50,6005399
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	13/10/1998	1998		54,20	1,000	88,37	71	240,00	0,090	0,229	52,50			2,540	0,170	2,710	2,710	80,11	7,300	86,509	90,55	6,50	80,04			24,20	25,70	0,3	460,00	5,00			300,00	29,99	325	56,44	2,151	1,580	1,665	1,692	1,000	1,550	1,486	1,137	1,381	34,649	-29,9507487	-50,9341363
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	10/11/1998	1998		76,00	1,000	88,37	49	560,00	0,070	0,170	61,97			1,490	0,330	1,820	1,820	86,15	8,300	93,458	95,45	6,40	76,96			21,50	22,00	0,1	230,00	5,00			700,00	23,36	293	60,89	2,171	1,580	1,604	1,684	1,000	1,561	1,511	1,137	1,389	34,536	-29,9507487	-50,9341363
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	13/10/1998	1998		79,00	2,000	78,12	59	560,00	0,130	0,296	43,49			2,380	0,320	2,700	2,700	80,17	6,100	67,965	72,26	6,40	76,96			21,00	23,00		432,00	5,00			700,00	23,36	360	51,57	2,070	1,580	1,604	1,684	1,072	1,550	1,458	1,137	1,371	33,386	-29,9338548	-50,6005399
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	08/01/1998	1998		51,00	1,000	88,37	32	240,00		0,064	83,55					0,950	0,950	92,52	2,500	29,788	20,67	5,90	55,81			24,50			51,00	37,18			300,00	29,99	75	86,08	1,673	1,580	1,665	1,620	1,000	1,573	1,557	1,335	1,428	33,315	-29,9505472	-51,0006352
87398950	GRAVATAI - RS	A PE NO TREVO, NA PONTE VELHA OU DE BARCO VINDO DA PRAINHA	-51,0006352	-29,9505472	7	RIO GRAVATAI	06/04/1998	1998			1,000	88,37	25	12800,00		0,088	78,04					1,140	1,140	91,08	4,900	56,452	53,59	6,70	85,42			22,70			56,00	34,28			16000,00	7,37	127	83,28	1,968	1,580	1,349	1,705	1,000	1,570	1,546	1,327	1,424	32,817	-29,9505472	-51,0006352
87406900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ EM DIRECAO A CACHOEIRINHA	-51,1340348	-29,950645	6	RIO - GRAVATAI	13/10/1998	1998		153,00	8,000	39,07	44	240,00	0,461	0,668	25,22			3,370	3,700	7,070	7,070	57,54	3,200	37,151	27,50	6,50	80,04			23,10	21,10	0,3	135,00	5,00			300,00	29,99	156	79,96	1,757	1,580	1,665	1,692	1,231	1,500	1,381	1,137	1,420	32,203	-29,950645	-51,1340348
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	10/11/1998	1998		77,00	2,000	78,12	74	400,00	0,170	0,449	33,86			2,620	0,340	2,960	2,960	78,50	4,900	52,997	47,49	7,50	92,23			19,50	23,00		392,00	5,00			500,00	25,88	510	32,00	1,928	1,580	1,629	1,721	1,072	1,547	1,422	1,137	1,320	30,220	-29,9338548	-50,6005399
87398500	SANTO ANTONIO DA PATRULHA - RS	A PE VINDO DA ESTRADA VELHA DE SANTO ANTONIO	-50,6005399	-29,9338548	13	ARROIO CHICOLUMA	13/08/1998	1998		138,00	1,000	88,37	30	1040,00	0,050	0,060	84,52			0,960	0,150	1,110	1,110	91,31	3,500	35,961	26,32	6,70	85,42			17,00	17,50		109,00	5,00			1300,00	19,14	116	84,37	1,744	1,580	1,557	1,705	1,000	1,571	1,558	1,137	1,426	29,037	-29,9338548	-50,6005399
87398900	GRAVATAI - RS	A PE VINDO DE CARRO PELA POLICIA RODOVIARIA DA FREE-WAY OU PELA RS-118	-50,9341363	-29,9507487	6	RIO GRAVATAI	15/09/1998	1998		36,20	1,000	88,37	35	7200,00	0,040	0,113	72,73			1,120	0,170	1,290	1,290	89,97	6,500	69,514	74,45	5,50	40,03			18,90	17,90	0,1	143,00	5,00			9000,00	9,31	146	80,79	2,081	1,580	1,397	1,557	1,000	1,568	1,535	1,137	1,421	27,834	-29,9507487	-50,9341363
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	09/03/1998	1998		121,00	3,000	69,06	36	24,00		0,309	41,93					3,420	3,420	75,64	0,400	5,255	5,01	5,00	24,90			30,00		0,4	46,00	40,31			30,00	52,92	105	85,18	1,315	1,580	1,814	1,471	1,116	1,541	1,453	1,344	1,427	26,575	-29,9505453	-51,1173349
87405500	CACHOEIRINHA - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ SUBINDO PARA CAHOEIRINHA	-51,1173349	-29,9505453	6	RIO GRAVATAI	13/05/1998	1998		93,00	4,000	61,05	41	1280,00	0,260	0,387	36,66			1,960	3,170	5,130	5,130	66,14	2,200	23,385	15,55	6,30	73,63			18,60	20,50	0,15	115,00	5,00			1600,00	17,84	188	75,51	1,594	1,580	1,541	1,675	1,149	1,521	1,434	1,137	1,413	26,173	-29,9505453	-51,1173349
87409900	CANOAS - RS, PORTO ALEGRE - RS	DE BARCO, VINDO DO CLUBE ALBATROZ, EM CANOAS	-51,1840353	-29,967144	9	RIO GRAVATAI	06/04/1998	1998		146,00	7,000	43,28	36	128,00		0,690	24,46					9,500	9,500	50,00	0,100	1,137	3,40	6,10	64,94			22,00		0,2	61,00	31,61			160,00	35,53	161	79,26	1,231	1,580	1,708	1,650	1,215	1,479	1,377	1,318	1,419	25,363	-29,967144	-51,1840353
